id,product_id,order_id,unitPrice,quantity
226,46,47,100000,3
227,6,48,10000,2
228,13,48,5000,1
229,33,48,100000,2
230,27,48,100000,2
231,31,49,100000,1
232,3,49,100000,3
233,13,49,5000,2
234,15,49,4000,1
235,36,50,15000,3
236,45,50,20000,2
237,47,51,30000,3
238,22,51,500,1
239,15,52,4000,2
240,47,52,30000,2
241,39,52,7000,1
242,30,52,300000,1
243,39,52,7000,3
244,20,52,2000,2
245,49,52,500000,2
246,32,52,60000,2
247,37,52,10000,1
248,42,52,70000,2
249,49,53,500000,3
250,31,53,100000,3
251,34,53,70000,2
252,18,54,3000,3
253,42,54,70000,2
254,7,55,30000,2
255,16,55,3000,2
256,48,55,100000,2
257,28,55,50000,3
258,39,55,7000,3
259,15,57,4000,1
260,36,57,15000,1
261,32,57,60000,1
262,41,57,50000,2
263,13,57,5000,3
264,2,57,35000,2
265,2,57,35000,3
266,40,58,10000,1
267,45,58,20000,2
268,45,59,20000,1
269,29,59,200000,3
270,7,59,30000,3
271,12,59,8000,2
272,24,59,200,3
273,44,59,20000,3
274,16,60,3000,2
275,10,60,30000,1
276,18,60,3000,2
277,38,60,8000,1
278,22,60,500,2
279,32,61,60000,3
280,16,61,3000,1
281,22,61,500,1
282,5,61,50000,3
283,12,63,8000,1
284,28,63,50000,1
285,11,63,10000,2
286,10,63,30000,2
287,18,63,3000,2
288,36,64,15000,1
289,5,64,50000,1
290,15,65,4000,2
291,14,65,3000,1
292,19,65,750,1
293,7,65,30000,3
294,13,66,5000,3
295,32,66,60000,1
296,2,66,35000,3
297,38,66,8000,2
298,32,67,60000,3
299,44,67,20000,3
300,43,67,30000,2
301,33,67,100000,3
302,17,67,5000,2
303,8,67,50000,3
304,42,67,70000,3
305,14,67,3000,2
306,23,67,1000,3
307,1,68,40000,2
308,26,68,400000,2
309,35,68,60000,1
310,10,69,30000,2
311,39,69,7000,1
312,47,69,30000,2
313,31,69,100000,2
314,31,70,100000,3
315,42,70,70000,2
316,13,70,5000,2
317,26,70,400000,3
318,48,71,100000,2
319,12,71,8000,3
320,5,71,50000,2
321,40,72,10000,3
322,40,72,10000,1
323,45,72,20000,1
324,4,72,20000,1
325,22,72,500,3
326,34,72,70000,3
327,18,73,3000,1
328,19,73,750,3
329,2,73,35000,3
330,31,73,100000,2
331,18,73,3000,1
332,2,74,35000,2
333,46,74,100000,2
334,23,74,1000,1
335,36,74,15000,3
336,6,74,10000,2
337,35,74,60000,3
338,21,74,1500,2
339,9,75,15000,2
340,33,75,100000,1
341,18,75,3000,3
342,42,75,70000,1
343,18,75,3000,3
344,49,76,500000,2
345,40,76,10000,2
346,36,76,15000,1
347,16,77,3000,1
348,1,77,40000,3
349,34,77,70000,2
350,32,77,60000,1
351,28,77,50000,3
352,16,77,3000,3
353,47,78,30000,1
354,23,78,1000,2
355,25,78,150,3
356,47,78,30000,3
357,41,79,50000,2
358,23,79,1000,3
359,20,80,2000,1
360,3,80,100000,2
361,22,80,500,1
362,7,81,30000,2
363,37,81,10000,3
364,47,81,30000,3
365,50,81,40000,2
366,40,81,10000,3
367,48,81,100000,3
368,31,81,100000,2
369,44,82,20000,1
370,9,82,15000,1
371,23,82,1000,1
372,20,82,2000,3
373,50,82,40000,3
374,4,82,20000,1
375,50,83,40000,1
376,21,83,1500,3
377,9,83,15000,2
378,45,84,20000,2
379,13,84,5000,1
380,46,84,100000,3
381,35,84,60000,2
382,28,84,50000,1
383,35,84,60000,3
384,4,84,20000,2
385,26,85,400000,3
386,18,85,3000,2
387,38,85,8000,1
388,39,85,7000,1
389,21,85,1500,2
390,10,85,30000,3
391,23,85,1000,1
392,35,86,60000,2
393,29,86,200000,1
394,22,86,500,3
395,41,87,50000,2
396,30,87,300000,3
397,14,87,3000,2
398,50,87,40000,1
399,45,88,20000,3
400,28,89,50000,2
401,47,89,30000,1
402,11,89,10000,3
403,17,90,5000,1
404,9,90,15000,1
405,26,90,400000,1
406,27,90,100000,2
407,45,90,20000,1
408,39,90,7000,2
409,28,91,50000,2
410,20,91,2000,2
411,17,92,5000,1
412,24,92,200,1
413,14,92,3000,2
414,2,93,35000,2
415,4,93,20000,2
416,17,93,5000,1
417,13,93,5000,1
418,50,93,40000,3
419,6,93,10000,1
420,30,94,300000,1
421,2,94,35000,2
422,14,95,3000,1
423,1,95,40000,2
424,2,95,35000,2
425,11,95,10000,2
426,11,95,10000,3
427,7,95,30000,1
428,34,95,70000,2
429,39,96,7000,3
430,3,96,100000,2
431,1,96,40000,2
432,8,96,50000,2
433,28,96,50000,2
434,15,96,4000,3
435,15,97,4000,1
436,21,97,1500,3
437,2,97,35000,3
438,43,97,30000,3
439,26,97,400000,2
440,38,98,8000,2
441,10,98,30000,3
442,22,98,500,1
443,34,99,70000,1
444,11,99,10000,2
445,4,99,20000,2
446,45,99,20000,3
447,1,100,40000,2
448,48,100,100000,3
449,40,100,10000,1
450,27,100,100000,3
451,49,100,500000,3
452,4,101,20000,3
453,37,101,10000,3
454,23,101,1000,1
455,13,101,5000,1
456,35,101,60000,2
457,27,102,100000,3
458,14,102,3000,1
459,6,102,10000,1
460,48,102,100000,2
461,3,102,100000,1
462,8,102,50000,1
463,47,102,30000,2
464,33,103,100000,1
465,49,103,500000,2
466,30,103,300000,1
467,34,103,70000,2
468,39,103,7000,3
469,25,103,150,2
470,21,103,1500,2
471,31,104,100000,1
472,2,104,35000,2
473,20,104,2000,1
474,44,104,20000,1
475,47,104,30000,2
476,13,104,5000,2
477,45,105,20000,1
478,5,105,50000,3
479,42,105,70000,2
480,45,105,20000,3
481,26,105,400000,2
482,47,105,30000,1
483,26,106,400000,1
484,32,106,60000,1
485,15,106,4000,3
486,41,106,50000,1
487,48,106,100000,3
488,14,106,3000,2
489,22,107,500,3
490,42,107,70000,1
491,18,107,3000,3
492,22,107,500,2
493,49,107,500000,1
494,30,107,300000,2
495,26,107,400000,1
496,22,107,500,2
497,43,108,30000,1
498,3,108,100000,3
499,1,108,40000,1
500,16,109,3000,1
501,19,109,750,2
502,21,109,1500,1
503,19,109,750,3
504,10,109,30000,2
505,15,109,4000,2
506,2,109,35000,3
507,19,110,750,3
508,11,110,10000,3
509,43,110,30000,3
510,44,110,20000,3
511,42,110,70000,3
512,5,111,50000,3
513,42,111,70000,2
514,12,111,8000,3
515,39,111,7000,3
516,25,111,150,3
517,45,111,20000,1
518,26,111,400000,1
519,32,111,60000,2
520,8,111,50000,2
521,4,112,20000,2
522,36,112,15000,2
523,44,112,20000,2
524,33,112,100000,1
525,10,112,30000,2
526,34,113,70000,3
527,45,113,20000,2
528,11,113,10000,1
529,36,113,15000,1
530,34,113,70000,1
531,39,113,7000,1
532,48,113,100000,2
533,36,113,15000,2
534,15,114,4000,3
535,23,114,1000,3
536,42,114,70000,1
537,48,114,100000,2
538,33,114,100000,2
539,25,114,150,3
540,17,115,5000,2
541,24,115,200,3
542,9,115,15000,1
543,19,115,750,3
544,36,115,15000,1
545,46,115,100000,1
546,20,115,2000,2
547,25,115,150,2
548,9,116,15000,1
549,6,116,10000,1
550,2,116,35000,3
551,34,116,70000,3
552,40,117,10000,1
553,46,117,100000,2
554,19,117,750,3
555,39,117,7000,2
556,12,117,8000,3
557,43,118,30000,3
558,15,118,4000,2
559,37,118,10000,2
560,8,119,50000,3
561,10,119,30000,1
562,45,120,20000,2
563,39,120,7000,3
564,17,120,5000,2
565,45,120,20000,1
566,28,121,50000,3
567,47,121,30000,2
568,32,121,60000,2
569,46,121,100000,3
570,27,121,100000,3
571,10,122,30000,3
572,24,122,200,3
573,40,122,10000,1
574,26,122,400000,3
575,9,122,15000,1
576,16,122,3000,2
577,33,122,100000,1
578,17,123,5000,3
579,37,123,10000,1
580,2,124,35000,3
581,36,124,15000,2
582,8,124,50000,1
583,21,124,1500,3
584,19,124,750,1
585,19,124,750,2
586,41,124,50000,2
587,43,124,30000,2
588,4,125,20000,1
589,50,125,40000,2
590,29,125,200000,1
591,34,126,70000,3
592,18,126,3000,2
593,5,127,50000,3
594,30,127,300000,2
595,11,127,10000,1
596,2,127,35000,1
597,12,127,8000,1
598,8,127,50000,3
599,3,127,100000,2
600,49,127,500000,1
601,3,127,100000,2
602,23,128,1000,3
603,13,128,5000,3
604,25,128,150,2
605,50,128,40000,2
606,25,128,150,3
607,10,129,30000,3
608,3,129,100000,2
609,49,129,500000,2
610,8,130,50000,2
611,27,130,100000,1
612,17,130,5000,3
613,25,131,150,1
614,16,131,3000,3
615,20,131,2000,2
616,15,131,4000,3
617,34,132,70000,3
618,31,132,100000,3
619,24,132,200,3
620,15,132,4000,2
621,11,132,10000,3
622,22,132,500,2
623,24,132,200,1
624,33,133,100000,2
625,42,133,70000,2
626,16,133,3000,2
627,19,133,750,2
628,32,133,60000,1
629,1,134,40000,2
630,16,134,3000,3
631,47,134,30000,3
632,32,134,60000,1
633,17,134,5000,2
634,36,134,15000,3
635,38,134,8000,2
636,27,134,100000,3
637,15,135,4000,1
638,25,135,150,3
639,48,135,100000,1
640,50,135,40000,2
641,47,136,30000,2
642,32,136,60000,3
643,6,137,10000,3
644,48,137,100000,1
645,25,138,150,1
646,46,138,100000,2
647,32,138,60000,1
648,2,138,35000,2
649,43,138,30000,3
650,37,139,10000,1
651,12,140,8000,2
652,43,140,30000,2
653,25,140,150,3
654,14,140,3000,1
655,13,140,5000,2
656,29,140,200000,2
657,14,140,3000,3
658,3,140,100000,2
659,49,140,500000,1
660,43,140,30000,3
661,47,140,30000,3
662,47,141,30000,2
663,30,141,300000,3
664,10,141,30000,3
665,18,141,3000,1
666,30,141,300000,3
667,45,141,20000,1
668,1,142,40000,2
669,2,142,35000,2
670,33,142,100000,2
671,46,142,100000,1
672,3,143,100000,1
673,36,143,15000,1
674,46,144,100000,2
675,8,144,50000,2
676,45,144,20000,3
677,22,144,500,3
678,50,144,40000,1
679,12,144,8000,2
680,17,144,5000,1
681,38,144,8000,3
682,45,145,20000,3
683,12,145,8000,3
684,7,145,30000,1
685,22,145,500,1
686,42,146,70000,3
687,25,146,150,2
688,29,146,200000,3
689,15,146,4000,2
690,39,146,7000,3
691,40,146,10000,2
692,15,146,4000,2
693,11,147,10000,1
694,40,147,10000,3
695,5,147,50000,1
696,44,147,20000,2
697,22,147,500,3
698,37,147,10000,2
699,47,148,30000,2
700,11,148,10000,3
701,8,148,50000,3
702,15,148,4000,3
703,25,148,150,1
704,1,149,40000,1
705,1,149,40000,3
706,5,149,50000,2
707,17,149,5000,2
708,9,150,15000,2
709,5,150,50000,3
710,36,150,15000,1
711,28,151,50000,3
712,31,151,100000,3
713,29,151,200000,1
714,28,151,50000,1
715,41,151,50000,1
716,31,151,100000,2
717,28,151,50000,1
718,45,151,20000,3
719,29,152,200000,3
720,38,152,8000,1
721,42,152,70000,2
722,35,152,60000,1
723,20,152,2000,2
724,43,152,30000,2
725,24,153,200,2
726,46,153,100000,1
727,44,153,20000,2
728,17,153,5000,1
729,39,153,7000,2
730,1,153,40000,3
731,15,154,4000,2
732,21,154,1500,2
733,18,154,3000,2
734,3,154,100000,2
735,32,154,60000,1
736,12,154,8000,3
737,42,155,70000,1
738,17,155,5000,1
739,39,155,7000,1
740,32,155,60000,2
741,31,155,100000,1
742,20,155,2000,2
743,26,156,400000,2
744,43,157,30000,3
745,1,157,40000,3
746,14,157,3000,1
747,11,158,10000,1
748,34,158,70000,3
749,25,159,150,3
750,48,159,100000,3
751,25,159,150,1
752,22,159,500,2
753,13,159,5000,2
754,37,159,10000,2
755,31,160,100000,1
756,37,160,10000,3
757,19,161,750,2
758,29,161,200000,2
759,45,161,20000,3
760,35,161,60000,1
761,31,162,100000,3
762,27,162,100000,3
763,29,162,200000,2
764,26,162,400000,1
765,23,162,1000,3
766,10,162,30000,2
767,45,163,20000,1
768,24,163,200,3
769,33,163,100000,1
770,18,163,3000,1
771,31,163,100000,2
772,29,164,200000,2
773,29,164,200000,2
774,3,164,100000,2
775,6,164,10000,2
776,20,164,2000,1
777,22,164,500,3
778,11,165,10000,2
779,33,165,100000,3
780,18,165,3000,1
781,43,165,30000,3
782,22,165,500,1
783,41,166,50000,2
784,40,166,10000,3
785,27,166,100000,3
786,29,166,200000,1
787,39,167,7000,3
788,13,167,5000,1
789,49,167,500000,3
790,35,167,60000,1
791,5,167,50000,2
792,35,167,60000,3
793,21,168,1500,1
794,42,168,70000,2
795,44,168,20000,2
796,10,168,30000,1
797,11,168,10000,1
798,13,168,5000,3
799,1,168,40000,2
800,9,169,15000,1
801,7,169,30000,3
802,42,169,70000,3
803,7,170,30000,2
804,16,170,3000,1
805,9,170,15000,2
806,38,171,8000,1
807,17,171,5000,3
808,38,171,8000,1
809,11,172,10000,1
810,30,172,300000,3
811,48,173,100000,3
812,36,173,15000,1
813,17,173,5000,3
814,14,174,3000,2
815,20,174,2000,1
816,34,175,70000,1
817,7,175,30000,2
818,17,175,5000,2
819,17,175,5000,3
820,32,176,60000,1
821,39,176,7000,3
822,48,176,100000,2
823,2,177,35000,3
824,31,178,100000,3
825,7,178,30000,1
826,45,178,20000,3
827,37,178,10000,2
828,19,179,750,2
829,7,179,30000,2
830,47,179,30000,1
831,18,179,3000,1
832,18,179,3000,3
833,31,179,100000,3
834,35,179,60000,1
835,39,179,7000,1
836,23,180,1000,1
837,46,180,100000,3
838,5,180,50000,1
839,48,180,100000,1
840,15,180,4000,1
841,12,181,8000,2
842,38,181,8000,1
843,1,181,40000,3
844,48,181,100000,3
845,44,181,20000,3
846,50,182,40000,1
847,24,182,200,3
848,32,182,60000,1
849,21,182,1500,1
850,44,183,20000,1
851,40,183,10000,3
852,6,183,10000,2
853,19,183,750,3
854,14,184,3000,1
855,10,184,30000,2
856,42,184,70000,3
857,13,184,5000,3
858,1,184,40000,1
859,15,185,4000,1
860,28,185,50000,1
861,3,185,100000,3
862,8,185,50000,3
863,5,186,50000,2
864,23,187,1000,3
865,42,187,70000,3
866,28,187,50000,1
867,22,187,500,1
868,16,187,3000,1
869,49,188,500000,3
870,17,188,5000,2
871,16,188,3000,2
872,32,189,60000,1
873,46,189,100000,3
874,47,189,30000,1
875,30,189,300000,3
876,16,189,3000,2
877,35,189,60000,2
878,43,190,30000,3
879,46,190,100000,3
880,33,191,100000,3
881,43,192,30000,1
882,24,192,200,2
883,50,192,40000,3
884,1,192,40000,2
885,29,193,200000,1
886,17,193,5000,2
887,35,194,60000,3
888,32,194,60000,1
889,4,195,20000,2
890,4,195,20000,3
891,42,196,70000,2
892,12,196,8000,2
893,31,196,100000,1
894,21,196,1500,1
895,7,197,30000,3
896,19,197,750,3
897,10,197,30000,2
898,20,197,2000,1
899,1,198,40000,2
900,38,198,8000,1
901,3,199,100000,3
902,10,199,30000,2
903,42,199,70000,3
904,42,200,70000,2
905,14,200,3000,3
906,37,201,10000,1
907,26,201,400000,3
908,28,201,50000,2
909,27,201,100000,1
910,18,201,3000,2
911,17,202,5000,1
912,29,202,200000,1
913,48,203,100000,3
914,49,203,500000,3
915,33,203,100000,1
916,25,203,150,1
917,45,203,20000,3
918,47,204,30000,2
919,34,204,70000,2
920,5,204,50000,1
921,28,204,50000,1
922,20,204,2000,1
923,44,204,20000,2
924,10,204,30000,2
925,40,204,10000,1
926,7,204,30000,3
927,35,205,60000,2
928,35,205,60000,1
929,6,205,10000,2
930,26,205,400000,2
931,18,206,3000,1
932,49,206,500000,2
933,36,206,15000,2
934,22,206,500,1
935,18,207,3000,3
936,4,207,20000,2
937,42,207,70000,2
938,10,208,30000,3
939,37,208,10000,2
940,12,208,8000,3
941,4,208,20000,3
942,24,209,200,3
943,46,209,100000,2
944,44,209,20000,3
945,43,209,30000,1
946,43,209,30000,2
947,46,209,100000,1
948,40,210,10000,1
949,12,210,8000,3
950,43,210,30000,3
951,24,210,200,2
952,9,210,15000,3
953,5,210,50000,1
954,27,210,100000,3
955,15,211,4000,2
956,7,211,30000,2
957,37,212,10000,2
958,38,212,8000,1
959,49,213,500000,3
960,43,213,30000,2
961,50,213,40000,3
962,22,213,500,2
963,24,214,200,3
964,47,214,30000,1
965,26,214,400000,3
966,21,214,1500,1
967,28,214,50000,3
968,37,214,10000,1
969,10,214,30000,1
970,31,214,100000,3
971,31,215,100000,3
972,31,216,100000,1
973,37,216,10000,1
974,5,216,50000,3
975,3,217,100000,2
976,40,217,10000,3
977,21,217,1500,3
978,48,217,100000,2
979,48,217,100000,1
980,32,217,60000,2
981,47,218,30000,3
982,10,218,30000,3
983,46,218,100000,1
984,3,218,100000,3
985,22,218,500,1
986,38,218,8000,2
987,20,218,2000,3
988,31,219,100000,2
989,40,219,10000,2
990,13,219,5000,2
991,26,219,400000,3
992,31,220,100000,1
993,16,220,3000,3
994,41,220,50000,2
995,35,220,60000,3
996,21,221,1500,3
997,38,221,8000,3
998,21,221,1500,1
999,21,221,1500,1
1000,23,221,1000,1
1001,22,221,500,1
1002,28,221,50000,2
1003,19,222,750,1
1004,35,222,60000,3
1005,14,223,3000,2
1006,46,223,100000,1
1007,31,223,100000,1
1008,26,223,400000,2
1009,19,223,750,3
1010,2,223,35000,2
1011,3,223,100000,3
1012,48,224,100000,2
1013,49,224,500000,3
1014,41,225,50000,3
1015,38,225,8000,2
1016,50,226,40000,2
1017,17,226,5000,2
1018,14,227,3000,2
1019,14,227,3000,3
1020,46,227,100000,2
1021,36,227,15000,2
1022,9,227,15000,1
1023,28,228,50000,2
1024,7,228,30000,1
1025,44,228,20000,2
1026,35,228,60000,3
1027,17,228,5000,2
1028,36,229,15000,1
1029,48,229,100000,2
1030,32,229,60000,1
1031,25,230,150,1
1032,26,230,400000,1
1033,33,230,100000,3
1034,17,230,5000,2
1035,4,230,20000,3
1036,28,231,50000,1
1037,29,231,200000,3
1038,26,231,400000,1
1039,38,231,8000,1
1040,4,231,20000,3
1041,40,231,10000,1
1042,28,231,50000,1
1043,5,231,50000,1
1044,50,232,40000,1
1045,35,232,60000,3
1046,4,232,20000,1
1047,44,232,20000,1
1048,26,232,400000,1
1049,4,232,20000,1
1050,45,232,20000,1
1051,20,233,2000,2
1052,8,233,50000,3
1053,23,233,1000,1
1054,28,233,50000,1
1055,10,234,30000,2
1056,22,234,500,1
1057,27,234,100000,3
1058,34,234,70000,3
1059,21,234,1500,2
1060,17,234,5000,2
1061,39,234,7000,3
1062,22,234,500,3
1063,32,235,60000,2
1064,15,235,4000,1
1065,24,235,200,2
1066,6,236,10000,3
1067,47,236,30000,2
1068,12,236,8000,3
1069,5,236,50000,2
1070,3,236,100000,3
1071,6,236,10000,3
1072,40,236,10000,2
1073,38,236,8000,3
1074,29,237,200000,3
1075,16,237,3000,3
1076,30,237,300000,1
1077,8,238,50000,1
1078,9,238,15000,1
1079,15,238,4000,1
1080,6,238,10000,3
1081,48,239,100000,1
1082,11,239,10000,2
1083,40,239,10000,2
1084,17,240,5000,1
1085,34,240,70000,1
1086,12,240,8000,3
1087,20,240,2000,1
1088,20,241,2000,2
1089,6,241,10000,2
1090,23,241,1000,3
1091,48,241,100000,1
1092,38,241,8000,3
1093,8,241,50000,2
1094,47,241,30000,1
1095,19,242,750,2
1096,13,242,5000,2
1097,8,242,50000,1
1098,39,242,7000,1
1099,30,242,300000,3
1100,27,243,100000,1
1101,8,243,50000,2
1102,4,244,20000,1
1103,38,244,8000,1
1104,49,244,500000,1
1105,16,244,3000,3
1106,30,244,300000,3
1107,20,245,2000,2
1108,32,245,60000,3
1109,10,245,30000,1
1110,46,245,100000,2
1111,20,246,2000,1
1112,32,246,60000,3
1113,32,247,60000,1
1114,42,247,70000,3
1115,20,247,2000,1
1116,48,247,100000,1
1117,9,247,15000,3
1118,19,247,750,2
1119,28,247,50000,1
1120,43,247,30000,1
1121,20,247,2000,1
1122,42,247,70000,3
1123,1,247,40000,1
1124,31,247,100000,1
1125,35,248,60000,1
1126,13,248,5000,2
1127,43,249,30000,1
1128,37,249,10000,2
1129,44,249,20000,1
1130,43,249,30000,2
1131,35,249,60000,2
1132,41,250,50000,2
1133,4,250,20000,2
1134,39,250,7000,1
1135,45,250,20000,1
1136,20,250,2000,1
1137,39,251,7000,2
1138,43,251,30000,2
1139,47,251,30000,1
1140,30,251,300000,3
1141,3,251,100000,2
1142,16,252,3000,3
1143,27,253,100000,3
1144,26,253,400000,2
1145,41,253,50000,2
1146,40,253,10000,3
1147,22,253,500,3
1148,8,253,50000,3
1149,36,253,15000,2
1150,15,254,4000,1
1151,35,254,60000,1
1152,35,254,60000,1
1153,41,254,50000,3
1154,25,255,150,3
1155,29,255,200000,3
1156,16,255,3000,1
1157,26,256,400000,3
1158,9,256,15000,2
1159,47,256,30000,3
1160,41,257,50000,2
1161,35,257,60000,2
1162,45,257,20000,3
1163,29,257,200000,1
1164,2,257,35000,3
1165,16,257,3000,3
1166,18,257,3000,1
1167,1,258,40000,3
1168,28,258,50000,1
1169,45,258,20000,1
1170,30,258,300000,3
1171,17,259,5000,2
1172,33,259,100000,1
1173,37,259,10000,3
1174,32,259,60000,2
1175,41,259,50000,2
1176,42,259,70000,1
1177,30,260,300000,1
1178,46,260,100000,3
1179,49,261,500000,2
1180,24,261,200,2
1181,44,261,20000,2
1182,1,261,40000,1
1183,11,261,10000,3
1184,21,262,1500,3
1185,43,262,30000,2
1186,39,262,7000,3
1187,19,262,750,1
1188,27,262,100000,2
1189,45,263,20000,3
1190,41,263,50000,2
1191,1,263,40000,1
1192,3,263,100000,1
1193,16,263,3000,2
1194,34,263,70000,1
1195,2,263,35000,2
1196,17,263,5000,3
1197,44,263,20000,3
1198,26,264,400000,2
1199,22,264,500,1
1200,21,265,1500,3
1201,30,265,300000,1
1202,39,265,7000,1
1203,31,265,100000,1
1204,48,265,100000,1
1205,49,265,500000,3
1206,41,265,50000,2
1207,40,265,10000,1
1208,15,266,4000,1
1209,43,266,30000,1
1210,47,266,30000,1
1211,50,266,40000,3
1212,12,266,8000,3
1213,37,266,10000,3
1214,22,266,500,1
1215,26,266,400000,1
1216,4,266,20000,1
1217,46,266,100000,1
1218,33,266,100000,3
1219,23,266,1000,3
1220,29,266,200000,3
1221,28,267,50000,2
1222,39,267,7000,2
1223,35,267,60000,1
1224,49,267,500000,1
1225,22,267,500,3
1226,7,268,30000,3
1227,28,268,50000,3
1228,33,268,100000,2
1229,47,268,30000,2
1230,22,268,500,1
1231,42,268,70000,1
1232,47,269,30000,2
1233,6,269,10000,3
1234,31,269,100000,2
1235,33,269,100000,2
1236,36,270,15000,2
1237,9,270,15000,1
1238,36,270,15000,3
1239,13,270,5000,2
1240,24,270,200,3
1241,9,271,15000,2
1242,25,271,150,2
1243,19,271,750,2
1244,27,271,100000,2
1245,29,271,200000,2
1246,34,271,70000,1
1247,14,271,3000,1
1248,49,271,500000,1
1249,29,271,200000,3
1250,28,272,50000,1
1251,18,272,3000,1
1252,32,272,60000,3
1253,24,272,200,3
1254,10,272,30000,3
1255,28,273,50000,2
